M00000.0	황건적의 난과 도원결의
M05957.0	파서・남
M05958.0	파서・동
M05959.0	한창・북
M05960.0	한창・북
M05961.0	한창・남
M05962.0	강유・북
M05963.0	강유・북
M05964.0	강유・동
M05965.0	강유・서
M05966.0	광유・북동
M05967.0	광유・북동
M05968.0	광유・남서
M05969.0	광유・남서
M05970.0	면죽
M05971.0	면죽
M05972.0	도안・북
M05973.0	도안・동
M05974.0	도안・서
M05975.0	도안・서
M05976.0	아미・북
M05977.0	아미・동
M05978.0	아미・동
M05979.0	아미・서
M05980.0	광한・동
M05981.0	광한・동
M05982.0	광한・북
M05983.0	광한・남
M05984.0	임강・북
M05985.0	임강・북
M05986.0	임강・중앙
M05987.0	임강・남
M05988.0	강양・동
M05989.0	강양・남
M05990.0	강양・남
M05991.0	주제
M05992.0	저란・북
M05993.0	저란・북서
M05994.0	저란・북서
M05995.0	저란・남
M05996.0	완온・북
M05997.0	완온・북동
M05998.0	완온・중앙
M05999.0	완온・남
M06000.0	완온・서
M06001.0	태등・북
M06002.0	태등・북
M06003.0	태등・남동
M06004.0	태등・남동
M06005.0	태등・남서
M06006.0	영창・동
M06007.0	영창・동
M06008.0	영창・북
M06009.0	남해・북동
M06010.0	남해・동
M06011.0	남해・중앙
M06012.0	남해・서
M06013.0	남해・남서
M06014.0	창오・동
M06015.0	창오・중앙
M06016.0	창오・서
M06017.0	창오・남서
M06018.0	합포・남동
M06019.0	합포・남
M06020.0	합포・북
M06021.0	합포・북
M06022.0	조서산・동
M06023.0	조서산・서
M06024.0	남성・북
M06025.0	남성・서
M06026.0	남성・남
M06027.0	건설
M06028.0	건설
M06029.0	{ESC:k}
M06030.0	도착
M08410.0	봄・소세력
M08411.0	여름・소세력
M08412.0	가을・소세력
M08413.0	겨울・소세력
M08414.0	봄・대세력
M08415.0	여름・대세력
M08416.0	가을・대세력
M08417.0	겨울・대세력
M08418.0	교전・소세력
M08419.0	교전・대세력
M08420.0	진군・소세력
M08421.0	진군・대세력
M08422.0	내정
M08423.0	모략
M08424.0	사건
M08425.0	우정
M08426.0	영전
M08427.0	외교
M08784.0	허리에 차는 향약 주머니
M08800.52	운치 있는 보물
M08800.53	가치가 낮은 보물
M08800.54	진귀한 보물
M08800.59	진귀한 장식품
M08800.60	진귀한 물건
M08801.0	연주・기주를 중심으로 한 나라
M08802.0	익주 남부를 중심으로 한 나라
M08803.0	양주 동부를 중심으로 한 나라
M08804.0	원술이 세운 나라
M08805.0	동해의 섬나라
M08806.0	유주 북부에 할거한 이민족
M08807.0	옹주・양주에 할거한 이민족
M08808.0	양주 남부에 할거한 이민족
M08809.0	익주 남부에 할거한 이민족
M08810.0	장각이 결성한 반란군
M08811.0	유주를 중심으로 한 나라
M08812.0	병주・기주를 중심으로 한 나라
M08813.0	청주・서주를 중심으로 한 나라
M08814.0	예주・서주를 중심으로 한 나라
M08815.0	형주・양주를 중심으로 한 나라
M08816.0	양주(涼)를 중심으로 한 나라
M08817.0	양주 남부를 중심으로 한 나라
M08818.0	옹주를 중심으로 한 나라
M08819.0	사례를 중심으로 한 나라
M08820.0	중원 일대를 중심으로 한 나라
M08821.0	중국의 지배자. 시황제가 신설
M08822.0	군주의 칭호. 황제보다 한 등급 아래
M08823.0	주나라가 제후에게 준 작위의 첫째
M08824.0	군사의 최고직. 삼공의 위
M08825.0	반역자 토벌의 장군. 삼공의 위
M08826.0	광록훈에 속한 고급 근위무관
M08827.0	주의 감찰을 맡는다. 구경의 아래
M08828.0	주의 군정을 맡는다. 구경의 아래
M08830.0	황제를 보좌하는 집정관의 최고위
M08831.0	토목 사업을 맡는 장관. 삼공
M08832.0	군사 전반을 맡는 장관. 삼공
M08833.0	민정 전반을 맡는 장관. 삼공
M08834.0	군의 비상직. 재량권을 지닌다
M08835.0	무관의 최고위. 삼공 다음
M08836.0	무관의 최고위. 삼공 다음
M08837.0	무관의 최고위. 삼공 다음
M08838.0	천자의 숙위를 맡는 장관. 구경
M08839.0	국가의 재정을 맡는 장관. 구경
M08840.0	궁전 경비를 맡는 장관. 구경
M08841.0	국가의 사법을 맡는 장관. 구경
M08842.0	청・연・서・양주를 통솔하는 장군
M08843.0	옹・양주를 통솔하는 장군
M08844.0	형・예주를 통솔하는 장군
M08845.0	유・기・병주를 통솔하는 장군
M08846.0	문서를 맡는 장관. 구경과 동격
M08847.0	천자의 거마를 맡는 장관. 구경
M08848.0	종묘 제사를 맡는 장관. 구경
M08849.0	공신에게 주는 명예직
M08850.0	사정장군 다음의 장군직
M08851.0	사정장군 다음의 장군직
M08852.0	사정장군 다음의 장군직
M08853.0	사정장군 다음의 장군직
M08854.0	조칙과 정령을 맡는 장관
M08855.0	관리의 감찰・탄핵을 맡는 장관
M08856.0	수도의 치안을 맡는 장관. 구경
M08857.0	궁중의 의식을 맡는 장관. 구경
M08858.0	사진장군 다음의 장군직
M08859.0	사진장군 다음의 장군직
M08860.0	사진장군 다음의 장군직
M08861.0	사진장군 다음의 장군직
M08862.0	궁중의 도서를 맡는 장관
M08863.0	천자의 하문에 대비하는 측근
M08864.0	승상 출정 때 본거를 지킨다
M08865.0	오경을 관리 자제에게 가르친다
M08866.0	사안장군 다음의 장군직
M08867.0	사안장군 다음의 장군직
M08868.0	사안장군 다음의 장군직
M08869.0	사안장군 다음의 장군직
M08870.0	고관 임명과 백관 서열을 맡는다
M08871.0	군을 맡아 여러 군의 치안을 담당
M08872.0	시중 아래에서 상서의 상주를 처리
M08873.0	역사서 편찬을 맡는다
M08874.0	잡호장군의 하나
M08875.0	잡호장군의 하나
M08876.0	잡호장군의 하나. 손견이 취임
M08877.0	잡호장군의 하나. 손책이 취임
M08878.0	조정이 반포하는 문서를 기초한다
M08879.0	각 부에 속해 모의에 참여한다
M08880.0	각 부에 속해 관리를 통솔한다
M08881.0	각 부에 속해 병사를 관리한다
M08882.0	잡호장군의 하나
M08883.0	잡호장군의 하나
M08884.0	잡호장군의 하나
M08885.0	잡호장군의 하나
M08886.0	제사 때 잔치의 음악을 맡는다
M08887.0	지방에서 오는 곡물을 받는다
M08888.0	집금오에 속해 무기를 정비한다
M08889.0	위위에 속해 위사를 통솔한다
M08890.0	잡호장군의 하나
M08891.0	장군 출정 때 두는 비상직
M08892.0	잡호장군의 하나
M08893.0	잡호장군의 하나
M08894.0	각 부에 속해 서무를 도맡는다
M08895.0	천자의 자문에 응대한다
M08896.0	궁전의 문을 숙위한다
M08897.0	궁전의 문을 숙위한다
M08898.0	장군 다음가는 무관직의 하나
M08899.0	장군 다음가는 무관직의 하나
M09902.0	위임
M09905.0	위임내용
M09907.0	위임방침
M09909.0	군사
M09911.0	수여
M09913.0	몰수
M09915.0	작위
M09918.0	처단
M09920.0	추방
M09922.0	징병
M09925.0	이동
M09927.0	탐색
M09929.0	등용
M09931.0	위보
M09934.0	유언
M09937.0	요청
M09940.0	반환
M09943.0	수치입력
M09945.0	포로처우
M09948.0	사관
M09950.0	시나리오선택
M09952.0	세력선택
M09954.0	신세력작성
M09956.0	환경설정
M09959.0	로드
M09961.0	신무장등록
M09964.0	무장작성
M09968.0	동영상 감상
M09970.0	ＢＧＭ 감상
M09972.0	목록1
M09973.0	상성
M09975.0	아이템
M09977.0	함정
M09979.0	일기토
M09981.0	일반
M09983.0	위임방침
M09985.0	돌덫
M09987.0	운제
M09989.0	부모
M09991.0	목록2
M09992.0	궤주
M09994.0	얼굴
M09996.0	환경
M09998.0	관계
M10000.0	관작
M10002.0	기사
M10004.0	귀인
M10006.0	기병
M10008.0	기병계 병법
M10010.0	강공
M10012.0	교사
M10014.0	강습
M10016.0	의리
M10018.0	금
M10020.0	금지출
M10022.0	군사
M10024.0	군주
M10026.0	군단
M10028.0	혈연무장
M10030.0	험악
M10032.0	건강
M10034.0	원융
M10036.0	환술
M10038.0	호의
M10040.0	효과음
M10042.0	공작물
M10044.0	교전
M10046.0	대담
M10048.0	국호
M10050.0	근위
M10052.0	고무
M10054.0	혼란
M10056.0	목록3
M10057.0	최대내구
M10058.0	재야
M10060.0	책
M10062.0	사관
M10064.0	사기
M10066.0	사후명령
M10068.0	사자
M10070.0	시설
M10072.0	시설공략
M10074.0	시나리오
M10076.0	사망
M10078.0	작위
M10080.0	사대
M10082.0	주
M10084.0	수익
M10086.0	수확
M10088.0	숙련
M10090.0	수비중시
M10092.0	성채
M10094.0	충차
M10096.0	상태
M10098.0	상인
M10100.0	소재
M10102.0	소속
M10104.0	진
M10106.0	배반
M10108.0	인구
M10110.0	신세력
M10112.0	신중
M10114.0	신망
M10116.0	친밀
M10118.0	신뢰
M10120.0	성격
M10122.0	정치
M10124.0	제사
M10126.0	생년
M10128.0	성별
M10130.0	성・명・자
M10132.0	정란
M10134.0	세력
M10136.0	세력타도
M10138.0	관
M10140.0	석병
M10142.0	조영
M10144.0	주가
M10146.0	주사
M10148.0	상병
M10150.0	저격
M10152.0	목록4
M10153.0	내구
M10155.0	대상
M10157.0	대장
M10159.0	담당
M10161.0	충성
M10163.0	중립
M10165.0	저돌
M10167.0	치료
M10169.0	지력
M10171.0	일반
M10173.0	정찰
M10175.0	철기
M10177.0	투함
M10179.0	등갑
M10181.0	동서
M10182.0	화면에서는 동쪽이 오른쪽 아래, 서쪽이 왼쪽 위입니다
M10183.0	동토
M10185.0	등장
M10187.0	투석
M10189.0	통솔
M10191.0	통솔병사
M10193.0	등록무장
M10195.0	도시
M10197.0	토사
M10199.0	돌격
M10201.0	돌진
M10203.0	도독
M10205.0	노병
M10207.0	노병계 병법
M10209.0	채
M10211.0	토루
M10213.0	목록5
M10214.0	난이도
M10216.0	남북
M10217.0	화면에서는 남쪽이 왼쪽 아래, 북쪽이 오른쪽 위입니다
M10218.0	나이
M10220.0	능력
M10222.0	목록6
M10223.0	배치
M10225.0	만병
M10229.0	병량
M10231.0	병량지출
M10233.0	불덫
M10235.0	무장 데이터
M10237.0	부상병
M10239.0	부대
M10241.0	무력
M10243.0	불화
M10245.0	분전
M10247.0	분투
M10249.0	병역인구
M10251.0	병사
M10253.0	병법
M10255.0	녹봉
M10257.0	보병
M10259.0	보병계 병법
M10261.0	포로
M10263.0	목록7
M10264.0	물덫
M10266.0	항
M10268.0	미발견
M10270.0	신분
M10272.0	메시지
M10274.0	몽충
M10276.0	목록8
M10277.0	난사
M10279.0	노
M10281.0	시우
M10283.0	야망
M10285.0	우호
M10287.0	궁기
M10289.0	요술
M10291.0	목록9
M10292.0	낙석
M10294.0	냉정
M10296.0	열전
M10298.0	연합
M10300.0	연사
M10302.0	누선
M10304.0	목록10
M10305.0	파괴
M10307.0	건설
M10310.0	순찰
M10312.0	상업
M10314.0	개간
M10316.0	훈련
M10318.0	호출
M10320.0	교란
M10323.0	격려
M10326.0	구원
M10329.0	이간
M10332.0	화공
M10335.0	탈취
M10338.0	증정
M10341.0	권고
M10344.0	포상
M10346.0	증정・회답
M10348.0	요청・회답
M10351.0	요청・결단
M10353.0	반환・회답
M10356.0	반환・결단
M10358.0	권고・회답
M10360.0	방침결정
M10365.0	방침결정
M10367.0	초기 메뉴
M10371.0	최종 확인
M10373.0	방진
M10375.0	원진
M10377.0	구행
M10379.0	장사
M10381.0	추행
M10383.0	봉시
M10385.0	어린
M10387.0	학익
M10389.0	안행
M10391.0	기형
M10393.0	수비
M10395.0	무진
M10397.0	전열
M10399.0	중열
M10401.0	후열
M10403.0	매도
M10405.0	고양
M10407.0	승격
M10409.0	강등
M10411.0	도착예정
M10413.0	민심
M10415.0	적접근시
M10417.0	자주퇴각
M10419.0	추격
M10421.0	내정중시
M10423.0	술책계 병법
M10425.0	책략계 병법
M10427.0	수군계 병법
M10429.0	지식계 병법
M10431.0	공성계 병법
M10433.0	이벤트
M10435.0	공격력
M10436.0	미작성입니다
M10437.0	시야
M10439.0	수비
M10441.0	장애물
M10443.0	진형
M10445.0	특징
M10447.0	파괴력
M10448.0	미작성입니다
M10449.0	목록
M10451.0	튜토리얼
M10453.0	얼굴선택
M10455.0	보수
M10457.0	구입
M10459.0	매각
M10461.0	수송
M10463.0	출진시기
M10465.0	이민족
M10467.0	기동
M10469.0	대부대
M10471.0	대수병
M10473.0	대성벽
M10475.0	모략계 병법
M10477.0	배
M10479.0	연쇄
M10481.0	증가병역
M10483.0	후한황제
M10485.0	분신
M10487.0	돌파
M10489.0	비사
M10491.0	연노
M10493.0	방원
M10495.0	금수입
M10497.0	병량수입
M10499.0	현역
M10501.0	특성
M10503.0	진행보고
M10505.0	궁기계 병법
M10507.0	지휘
M10509.0	포진
M10511.0	습득
M10513.0	덫
M10515.0	적대
M10517.0	방침결정
M10519.0	세이브
M10521.0	중지도
M10523.0	세력정보
M10525.0	군단정보
M10527.0	도시정보
M10529.0	지역정보
M10531.0	부대정보
M10533.0	무장정보
M10535.0	아이템정보
M10537.0	수행
M10539.0	예상금
M10541.0	예상병량
M10543.0	재야등용
M10545.0	항목1
M10546.0	항목2
M10547.0	항목3
M10548.0	항목4
M10549.0	항목5
M10550.0	항목6
M10551.0	항목7
M10552.0	항목8
M10553.0	항목9
M10554.0	항목10
M10555.0	항목11
M10556.0	항목12
M10557.0	항목13
M10558.0	항목14
M10559.0	항목15
M10560.0	항목16
M10561.0	항목17
M10562.0	항목18
M10563.0	항목19
M10564.0	항목20
M10565.0	항목21
M10566.0	항목22
M10567.0	항목23
M10568.0	항목24
M10569.0	항목25
M10570.0	항목26
M10571.0	항목27
M10572.0	항목28
M10573.0	항목29
M10574.0	항목30
M10575.0	항목31
M10576.0	항목32
M10577.0	항목33
M10578.0	항목34
M10579.0	항목35
M10580.0	항목36
M10581.0	포진화면
M10583.0	배치
M10585.0	내정선택
M10586.0	신세력변경
M10588.0	세력지도선택
M10590.0	도시지도선택
M10592.0	챌린지 시나리오
M10594.0	클리어 조건
M10596.0	갤러리 메뉴
M10598.0	아이템 컬렉션
M10600.0	아이템 열람
M10602.0	아이템정보
M10604.0	호부정보
M10608.0	생년설정
M10610.0	내면설정
M10612.0	관계설정
M10614.0	능력설정
M10616.0	병법설정
M10618.0	이름입력
M10620.0	육성P
M10622.0	경험
M10624.0	최대능력
M10626.0	호부
M10628.0	획득육성P
M10630.0	군사(명령)
M10631.0	작위(명령)
M10632.0	육성
M10634.0	능력상승
M10636.0	병법설정
M10638.0	새 작위 임명
M10640.0	시나리오 개요
M10644.0	시설정보
M10646.0	점프 목록
M10648.0	사운드 설정
M10650.0	챌린지 모드 선택
M10652.0	스토리 선택
M10655.0	스토리 개요
M10657.0	스테이지 선택
M10659.0	스테이지 개요
M10661.0	클리어 조건
M10663.0	고급 설정
M10667.0	적 전력 설정
M10671.0	무장편집
M10674.0	개인설정
M10676.0	병법설정
M10679.0	무장편집
M10682.0	능력설정
M10684.0	개인설정
M10686.0	성격설정
M10688.0	병법설정
M10690.0	군단편집
M10692.0	도시편집
M10696.0	병법설정
M10698.0	특성설정
M10700.0	시설편집
M10702.0	장애물편집
M10704.0	지도내용
M10706.0	초기 메뉴
M10712.0	등록 메뉴
M10714.0	신아이템 등록
M10716.0	아이템작성
M10720.0	이름입력
M10722.0	CG선택
M10724.0	종류선택
M10726.0	능력설정
M10728.0	병법설정
M10730.0	충성설정
M10732.0	부대정보
M10734.0	규칙설정
M10736.0	수명
M10738.0	특기
M10740.0	일반인구
M10741.0	병사로 삼을 수 없는 인구입니다.
M10742.0	지도무장
M10744.0	지도방침
M10746.0	엄격
M10748.0	견실
M10750.0	친절
M10752.0	세력통합
M10754.0	병사발탁
M10756.0	스토리
M10758.0	스테이지
M10760.0	클리어 조건
M10762.0	시간 초과
M10764.0	중계점
M10766.0	전사
M10768.0	등록 아이템
M10770.0	종류
M10772.0	소재(아이템)
M10774.0	도시병법
M10802.0	「연환계」는 실패로 끝났습니다
M11188.0	신망
M11190.0	알겠소!
M11191.0	③구입과 매각
M11244.0	작위
M11301.0	육성편
M11302.0	①육성 요령
M11303.0	경험과 호부
M11308.0	공략 요령
M11309.0	　경험이란?
M11310.0	　호부란?
M11311.0	①순찰 요령
M11312.0	　내정의 기본
M11313.0	②상업과 개간
M11314.0	　인구와 수입
M11315.0	　시세란?
M11316.0	④징병과 훈련
M11317.0	　사기란?
M11318.0	　내구란?
M11319.0	　도착예정?
M11320.0	　끈질기게!
M11321.0	①자, 출진!
M11322.0	　선전포고?
M11323.0	②무장 선택
M11324.0	선택 요령
M11325.0	③병법 선택
M11326.0	　연쇄란?
M11327.0	④진형 선택
M11328.0	　효과란?
M11329.0	⑤명령변경　
M12882.0	197년1월～198년12월
M12886.0	202년5월～204년4월
M12890.0	208년9월～210년8월
M12894.0	225년7월～227년6월
M12897.0	279년11월～280년10월
M12901.0	190년1월～191년12월
M12904.0	200년5월～203년4월
M12908.0	234년9월～235년8월
M12912.0	249년2월～251년1월
M12916.0	281년1월～349년12월
M14402.0	193년7월～193년12월
M14404.0	194년4월～194년9월
M14406.0	194년4월～194년9월
M14410.0	198년10월～199년3월
M14412.0	197년5월～197년10월
M14414.0	200년9월～201년5월
M14416.0	200년9월～201년5월
M14418.0	200년1월～200년9월
M14420.0	208년10월～209년3월
M14423.0	209년5월～209년10월
M14426.0	209년4월～209년9월
M14428.0	214년5월～214년10월
M14430.0	219년7월～219년12월
M14432.0	220년1월～220년9월
M14434.0	221년5월～222년1월
M14436.0	222년1월～222년9월
M14439.0	222년4월～222년9월
M14443.0	223년10월～224년3월
M14445.0	223년5월～223년10월
M14447.0	224년4월～224년9월
M14450.0	225년4월～225년9월
M14452.0	226년10월～227년6월
M14454.0	226년1월～226년9월
M14456.0	226년7월～227년3월
M14458.0	198년10월～199년3월
M14460.0	202년1월～202년6월
M14462.0	207년4월～207년9월
M14464.0	219년1월～219년9월
M14466.0	211년7월～211년12월
M14468.0	213년1월～213년6월
M14470.0	215년4월～215년9월
M14472.0	217년1월～217년9월
M14544.0	위
M14545.0	우
M14546.0	위
M14547.0	원
M14548.0	염
M14549.0	왕
M14550.0	하
M14551.0	화
M14552.0	가
M14553.0	하
M14554.0	곽
M14555.0	곽
M14556.0	학
M14557.0	감
M14558.0	관
M14559.0	간
M14560.0	관
M14561.0	한
M14562.0	안
M14563.0	기
M14564.0	위
M14565.0	우
M14566.0	허
M14567.0	교
M14568.0	강
M14569.0	공
M14570.0	우
M14571.0	엄
M14572.0	호
M14573.0	고
M14574.0	오
M14575.0	오
M14576.0	황
M14577.0	후
M14578.0	공
M14579.0	고
M14580.0	최
M14581.0	채
M14582.0	시
M14583.0	사
M14584.0	차
M14585.0	주
M14586.0	주
M14587.0	주
M14588.0	서
M14589.0	향
M14590.0	초
M14591.0	장
M14592.0	소
M14593.0	진
M14594.0	심
M14595.0	추
M14596.0	석
M14597.0	설
M14598.0	전
M14599.0	소
M14600.0	송
M14601.0	조
M14602.0	손
M14603.0	대
M14604.0	담
M14605.0	장
M14606.0	조
M14607.0	진
M14608.0	정
M14609.0	정
M14610.0	정
M14611.0	전
M14612.0	전
M14613.0	두
M14614.0	당
M14615.0	당
M14616.0	동
M14617.0	도
M14618.0	등
M14619.0	마
M14620.0	배
M14621.0	번
M14622.0	반
M14623.0	만
M14624.0	비
M14625.0	무
M14626.0	풍
M14627.0	문
M14628.0	방
M14629.0	포
M14630.0	방
M14631.0	목
M14632.0	맹
M14633.0	모
M14634.0	유
M14635.0	양
M14636.0	옹
M14637.0	나
M14638.0	뇌
M14639.0	이
M14640.0	육
M14641.0	유
M14642.0	여
M14643.0	능
M14644.0	양
M14645.0	요
M14646.0	노
M14647.0	노
M14648.0	{ESC:k}
M14649.0	{ESC:k}
M14650.0	{ESC:k}
M14651.0	{ESC:k}
M14652.0	{ESC:k}
M14653.0	{ESC:k}
M14654.0	{ESC:k}
M14655.0	{ESC:k}
M14656.0	{ESC:k}
M14657.0	{ESC:k}
M14658.0	{ESC:k}
M14659.0	{ESC:k}
M14660.0	{ESC:k}
M14661.0	{ESC:k}
M14662.0	{ESC:k}
M14663.0	{ESC:k}
M14664.0	{ESC:k}
M14665.0	{ESC:k}
M14666.0	{ESC:k}
M14667.0	{ESC:k}
M14668.0	{ESC:k}
M14669.0	{ESC:k}
M14670.0	{ESC:k}
M14671.0	{ESC:k}
M14672.0	{ESC:k}
M14673.0	{ESC:k}
M14674.0	{ESC:k}
M14675.0	{ESC:k}
M14676.0	{ESC:k}
M14677.0	{ESC:k}
M14678.0	{ESC:k}
M14679.0	{ESC:k}
M14680.0	{ESC:k}
M14681.0	{ESC:k}
M14682.0	{ESC:k}
M14683.0	{ESC:k}
M14684.0	{ESC:k}
M14685.0	{ESC:k}
M14686.0	{ESC:k}
M14687.0	{ESC:k}
M14688.0	{ESC:k}
M14689.0	{ESC:k}
M14690.0	{ESC:k}
M14691.0	{ESC:k}
M14692.0	{ESC:k}
M14693.0	{ESC:k}
M14694.0	{ESC:k}
M14695.0	{ESC:k}
M14696.0	{ESC:k}
M14697.0	{ESC:k}
M14698.0	{ESC:k}
M14699.0	{ESC:k}
M14700.0	{ESC:k}
M14701.0	{ESC:k}
M14702.0	{ESC:k}
M14703.0	{ESC:k}
M14704.0	{ESC:k}
M14705.0	{ESC:k}
M14706.0	{ESC:k}
M14707.0	{ESC:k}
M14708.0	{ESC:k}
M14709.0	{ESC:k}
M14710.0	{ESC:k}
M14711.0	{ESC:k}
M14712.0	{ESC:k}
M14713.0	{ESC:k}
M14714.0	{ESC:k}
M14715.0	{ESC:k}
M14716.0	{ESC:k}
M14717.0	{ESC:k}
M14718.0	{ESC:k}
M14719.0	{ESC:k}
M14720.0	{ESC:k}
M14721.0	{ESC:k}
M14722.0	{ESC:k}
M14723.0	{ESC:k}
M14724.0	{ESC:k}
M14725.0	{ESC:k}
M14726.0	{ESC:k}
M14727.0	{ESC:k}
M14728.0	{ESC:k}
M14729.0	{ESC:k}
M14730.0	{ESC:k}
M14731.0	{ESC:k}
M14732.0	{ESC:k}
M14733.0	{ESC:k}
M14734.0	{ESC:k}
M14735.0	{ESC:k}
M14736.0	{ESC:k}
M14737.0	{ESC:k}
M14738.0	{ESC:k}
M14739.0	{ESC:k}
M14740.0	{ESC:k}
M14741.0	{ESC:k}
M14742.0	{ESC:k}
M14743.0	{ESC:k}
M14744.0	{ESC:k}
M14745.0	{ESC:k}
M14746.0	{ESC:k}
M14747.0	{ESC:k}
M14748.0	{ESC:k}
M14749.0	{ESC:k}
M14750.0	{ESC:k}
M14751.0	{ESC:k}
M14752.0	안
M14753.0	안
M14754.0	위
M14755.0	이
M14756.0	유
M14757.0	유
M14758.0	이
M14759.0	의
M14760.0	위
M14761.0	의
M14762.0	육
M14763.0	욱
M14764.0	욱
M14765.0	윤
M14766.0	윤
M14767.0	우
M14768.0	우
M14769.0	운
M14770.0	예
M14771.0	영
M14772.0	영
M14773.0	위
M14774.0	영
M14775.0	영
M14776.0	혁
M14777.0	역
M14778.0	열
M14779.0	월
M14780.0	연
M14781.0	염
M14782.0	연
M14783.0	연
M14784.0	연
M14785.0	언
M14786.0	완
M14787.0	염
M14788.0	응
M14789.0	횡
M14790.0	앙
M14791.0	은
M14792.0	온
M14793.0	화
M14794.0	화
M14795.0	가
M14796.0	화
M14797.0	하
M14798.0	회
M14799.0	회
M14800.0	회
M14801.0	해
M14802.0	개
M14803.0	해
M14804.0	개
M14805.0	개
M14806.0	애
M14807.0	개
M14808.0	개
M14809.0	각
M14810.0	핵
M14811.0	각
M14812.0	간
M14813.0	환
M14814.0	함
M14815.0	환
M14816.0	환
M14817.0	관
M14818.0	함
M14819.0	완
M14820.0	안
M14821.0	희
M14822.0	기
M14823.0	기
M14824.0	기
M14825.0	궤
M14826.0	기
M14827.0	희
M14828.0	규
M14829.0	기
M14830.0	기
M14831.0	의
M14832.0	의
M14833.0	의
M14834.0	희
M14835.0	의
M14836.0	휴
M14837.0	궁
M14838.0	구
M14839.0	거
M14840.0	거
M14841.0	향
M14842.0	협
M14843.0	광
M14844.0	교
M14845.0	공
M14846.0	교
M14847.0	업
M14848.0	욱
M14849.0	억
M14850.0	균
M14851.0	흔
M14852.0	흠
M14853.0	금
M14854.0	금
M14855.0	근
M14856.0	균
M14857.0	흠
M14858.0	흔
M14859.0	은
M14860.0	후
M14861.0	후
M14862.0	우
M14863.0	훈
M14864.0	훈
M14865.0	군
M14866.0	규
M14867.0	혜
M14868.0	경
M14869.0	경
M14870.0	경
M14871.0	경
M14872.0	궐
M14873.0	건
M14874.0	검
M14875.0	견
M14876.0	건
M14877.0	헌
M14878.0	권
M14879.0	겸
M14880.0	현
M14881.0	현
M14882.0	건
M14883.0	건
M14884.0	원
M14885.0	원
M14886.0	엄
M14887.0	현
M14888.0	언
M14889.0	엄
M14890.0	고
M14891.0	호
M14892.0	호
M14893.0	흥
M14894.0	광
M14895.0	강
M14896.0	홍
M14897.0	항
M14898.0	앙
M14899.0	황
M14900.0	홍
M14901.0	호
M14902.0	굉
M14903.0	강
M14904.0	공
M14905.0	항
M14906.0	광
M14907.0	호
M14908.0	합
M14909.0	곡
M14910.0	혼
M14911.0	혼
M14912.0	제
M14913.0	삭
M14914.0	책
M14915.0	색
M14916.0	찬
M14917.0	찬
M14918.0	찬
M14919.0	찬
M14920.0	사
M14921.0	지
M14922.0	지
M14923.0	지
M14924.0	자
M14925.0	사
M14926.0	자
M14927.0	축
M14928.0	질
M14929.0	즐
M14930.0	유
M14931.0	수
M14932.0	수
M14933.0	주
M14934.0	취
M14935.0	수
M14936.0	수
M14937.0	추
M14938.0	수
M14939.0	습
M14940.0	습
M14941.0	추
M14942.0	집
M14943.0	수
M14944.0	충
M14945.0	융
M14946.0	유
M14947.0	유
M14948.0	숙
M14949.0	숙
M14950.0	술
M14951.0	술
M14952.0	준
M14953.0	준
M14954.0	준
M14955.0	준
M14956.0	준
M14957.0	순
M14958.0	순
M14959.0	준
M14960.0	순
M14961.0	서
M14962.0	서
M14963.0	서
M14964.0	승
M14965.0	상
M14966.0	창
M14967.0	승
M14968.0	승
M14969.0	소
M14970.0	송
M14971.0	섭
M14972.0	상
M14973.0	장
M14974.0	소
M14975.0	상
M14976.0	상
M14977.0	소
M14978.0	창
M14979.0	장
M14980.0	상
M14981.0	소
M14982.0	승
M14983.0	식
M14984.0	식
M14985.0	식
M14986.0	직
M14987.0	속
M14988.0	신
M14989.0	진
M14990.0	진
M14991.0	진
M14992.0	침
M14993.0	진
M14994.0	심
M14995.0	인
M14996.0	임
M14997.0	수
M14998.0	수
M14999.0	유
M15000.0	숭
M15001.0	숭
M15002.0	성
M15003.0	성
M15004.0	정
M15005.0	정
M15006.0	성
M15007.0	정
M15008.0	제
M15009.0	정
M15010.0	정
M15011.0	정
M15012.0	적
M15013.0	적
M15014.0	절
M15015.0	선
M15016.0	전
M15017.0	선
M15018.0	섬
M15019.0	첨
M15020.0	천
M15021.0	연
M15022.0	선
M15023.0	조
M15024.0	종
M15025.0	증
M15026.0	쌍
M15027.0	창
M15028.0	상
M15029.0	조
M15030.0	종
M15031.0	종
M15032.0	칙
M15033.0	속
M15034.0	손
M15035.0	손
M15036.0	대
M15037.0	태
M15038.0	탁
M15039.0	택
M15040.0	달
M15041.0	감
M15042.0	단
M15043.0	단
M15044.0	탐
M15045.0	탄
M15046.0	담
M15047.0	치
M15048.0	충
M15049.0	충
M15050.0	중
M15051.0	중
M15052.0	충
M15053.0	주
M15054.0	주
M15055.0	조
M15056.0	저
M15057.0	총
M15058.0	조
M15059.0	초
M15060.0	조
M15061.0	창
M15062.0	직
M15063.0	침
M15064.0	통
M15065.0	정
M15066.0	제
M15067.0	정
M15068.0	철
M15069.0	전
M15070.0	전
M15071.0	도
M15072.0	도
M15073.0	도
M15074.0	등
M15075.0	당
M15076.0	통
M15077.0	도
M15078.0	등
M15079.0	도
M15080.0	동
M15081.0	동
M15082.0	덕
M15083.0	특
M15084.0	돈
M15085.0	녕
M15086.0	파
